OZDEMIR_YUNUSEMRE 51.700
MEMBER_IN MARIC_PEARL 84.159
MEMBER_IN SALAH_ANNE 49.397
INTEL_DIVIDE
MEMBER_IN GAMBINO_CLYDE 50.528
MEMBER_IN TESSIO_DERRICK 0.338
MEMBER_IN BENZEMA_GRANT 83.570
MEMBER_IN CUNEO_FRANCIS 68.544
MEMBER_IN CATLI_NATHAN 51.577
MEMBER_IN CORLEONE_KERI 81.374
MEMBER_IN BUFFETT_DEBORA 72.960
MEMBER_IN STANKOVIC_JOEL 14.608
MEMBER_IN KOWALCZYK_DARRYL 48.686
MEMBER_IN WOJCIK_BERNADETTE 8.500
INTEL_DIVIDE
MEMBER_IN KWIATKOWSKI_MINDY 74.766
MEMBER_IN KAYA_KYLE 61.881
MEMBER_IN GAMBINO_LENA 21.625
MEMBER_IN BENZEMA_DEBBIE 0.184
MEMBER_IN PEKER_RACHAEL 89.864
MEMBER_IN IVANOVIC_JEN 72.020
MEMBER_IN POYRAZOGLU_RAMONA 52.433
MEMBER_IN IVANOVIC_DREW 81.660
MEMBER_IN PETROVIC_VICTOR 72.289
MEMBER_IN TRAJKOVSKI_CLIFTON 19.202
INTEL_DIVIDE
MEMBER_IN NOWAK_TANYA 96.806
MEMBER_IN NEYMAR_CLIFTON 1.453
MEMBER_IN SZYMCZAK_LATOYA 54.937
MEMBER_IN ADELSON_JOE 89.349
MEMBER_IN TRAJKOVSKI_KAREN 32.667
MEMBER_IN SZYMCZAK_TYRONE 59.112
MEMBER_IN WOZNIAK_JENNIE 7.174
MEMBER_IN NIKOLIC_ESTHER 69.434
MEMBER_IN CUNEO_HOPE 39.693
MEMBER_IN KAYA_JESSICA 46.507
INTEL_DIVIDE
MEMBER_IN KOWALSKI_DARREN 55.234
MEMBER_IN KAYA_RENEE 68.229
MEMBER_IN ZUCKERBERG_ARMANDO 17.671
MEMBER_IN INONU_TABITHA 72.909
MEMBER_IN WOJCIECHOWSKI_TABITHA 26.660
MEMBER_IN DEMIREL_PEGGY 80.492
MEMBER_IN SOPRANO_MILTON 37.131
MEMBER_IN ROTH_ARTHUR 2.606
MEMBER_IN LUCCHESE_TRICIA 93.127
MEMBER_IN STANKOVIC_JODY 16.969
INTEL_DIVIDE
MEMBER_IN ROTSHCHILD_ALICIA 87.792
MEMBER_IN STRACCI_DANIELLE 52.630
MEMBER_IN JOVANOVIC_JOSIE 96.064
MEMBER_IN MORGAN_DICK 33.793
MEMBER_IN KILIC_VICTORIA 36.801
MEMBER_IN ADELSON_GILBERT 53.498
MEMBER_IN STANKOVIC_JODI 51.948
MEMBER_IN SZYMANSKI_RUBY 96.833
MEMBER_IN ZIELINSKI_TRAVIS 31.388
MEMBER_IN KOCH_MARTA 26.714
INTEL_DIVIDE
MEMBER_IN WOJCIECHOWSKI_RAMONA 89.014
MEMBER_IN WOJCIK_CRYSTAL 68.889
MEMBER_IN JOVANOVIC_JULIUS 65.259
MEMBER_IN KOCH_ALICIA 23.635
MEMBER_IN MESSI_RUTH 79.180
MEMBER_IN CATLI_MELODY 67.144
MEMBER_IN TATTAGLIA_NIKKI 34.104
MEMBER_IN WOJCIECHOWSKI_CLAYTON 64.287
MEMBER_IN TADIC_JONATHAN 53.111
MEMBER_IN SZYMANSKI_MONICA 41.790
INTEL_DIVIDE
MEMBER_IN MARIC_JOANN 72.329
MEMBER_IN DEMIREL_BERTHA 63.858
MEMBER_IN NIKOLIC_MIRANDA 66.503
MEMBER_IN KARTAL_DENNIS 6.241
MEMBER_IN MOEGREENE_PEARL 74.516
MEMBER_IN ZUCKERBERG_EDITH 49.774
MEMBER_IN CUNEO_TYLER 7.496
MEMBER_IN PENTANGELI_KERIM 23.482
MEMBER_IN KAMINSKI_DICK 85.149
MEMBER_IN JOVANOVIC_JO 31.016
INTEL_DIVIDE
MEMBER_IN KILIC_ROB 78.063
MEMBER_IN BENZEMA_RON 30.181
MEMBER_IN BENZEMA_ROB 10.558
MEMBER_IN BENZEMA_ROD 62.688
MEMBER_IN KWIATKOWSKI_HOWARD 89.305
MEMBER_IN KILIC_RON 30.217
MEMBER_IN WOZNIAK_JAYNE 10.523
MEMBER_IN MESSI_RUSS 84.363
MEMBER_IN FORD_CASSANDRA 27.662
MEMBER_IN CORLEONE_GABRIEL 94.091
INTEL_DIVIDE
MEMBER_IN ERBAKAN_ALAN 40.454
MEMBER_IN KILIC_ROD 51.671
MEMBER_IN JOVANOVIC_RAFAEL 61.628
MEMBER_IN CORLEONE_TRACY 82.890
MEMBER_IN ESCOBAR_TAYLOR 77.906
MEMBER_IN SALAH_PATTY 18.523
MEMBER_IN RIZZI_REBEKAH 48.084
MEMBER_IN JANKOWSKI_BRADLEY 57.752
MEMBER_IN WOZNIAK_WILLIAM 47.178
MEMBER_IN HEISENBERG_CLAUDIA 3.689
INTEL_DIVIDE
MEMBER_IN GAMBINO_ELLEN 34.514
MEMBER_IN JOBS_EILEEN 28.915
MEMBER_IN ROSATO_FELIX 16.358
MEMBER_IN PENTANGELI_BERTHA 55.604
MEMBER_IN NOWAK_BRIAN 5.214
MEMBER_IN SZYMANSKI_ABEL 68.453
MEMBER_IN COLOMBO_GILBERTO 50.661
MEMBER_IN ROSATO_HILDA 70.163
MEMBER_IN ERDOGAN_TIMOTHY 82.699
MEMBER_IN FORD_VANESSA 42.868
INTEL_DIVIDE
MEMBER_IN MARKOVIC_VERONICA 89.309
MEMBER_IN RONALDO_MONICA 82.143
MEMBER_IN LEWANDOWSKI_LORENA 41.943
MEMBER_IN WOZNIAK_JEFFERY 46.332
MEMBER_IN INONU_CLAYTON 44.706
MEMBER_IN WALTON_PHIL 7.490
MEMBER_IN SALAH_PATTI 92.544
MEMBER_IN MESSI_ROLAND 59.290
MEMBER_IN CORLEONE_DENNIS 90.547
MEMBER_IN NEYMAR_CHARLENE 30.277
INTEL_DIVIDE
MEMBER_IN MANE_CODY 40.997
MEMBER_IN CLEMENZA_BRENDAN 36.275
MEMBER_IN LUCCHESE_LILLIAN 47.049
MEMBER_IN SOYLU_ROBIN 32.980
MEMBER_IN WOJCIK_SIDNEY 46.879
MEMBER_IN IVANOVIC_JOE 52.651
MEMBER_IN MARKOVIC_EDITH 74.191
MEMBER_IN MOEGREENE_KATIE 65.344
MEMBER_IN MOEGREENE_VICTOR 23.533
MEMBER_IN SZYMCZAK_JESUS 15.446
INTEL_DIVIDE
MEMBER_IN SALAH_DWAYNE 2.979
MEMBER_IN JOVANOVIC_MAYRA 27.168
MEMBER_IN MBAPPE_KIMBERLY 50.364
MEMBER_IN POYRAZOGLU_LAURA 2.952
MEMBER_IN JANKOWSKI_SANTOS 33.097
MEMBER_IN NEYMAR_DEVIN 18.730
MEMBER_IN BUFFETT_BILL 66.835
MEMBER_IN RONALDO_EDMUND 20.060
MEMBER_IN RIZZI_SYLVIA 84.590
MEMBER_IN PENTANGELI_KEREM 20.782
INTEL_DIVIDE
MEMBER_IN AGUERO_VERNA 91.076
MEMBER_IN POYRAZOGLU_CESAR 23.052
MEMBER_IN ADELSON_PHIL 17.817
MEMBER_IN WHITE_KRISTINA 98.484
MEMBER_IN TRAJKOVSKI_MERLE 85.722
MEMBER_IN ROCKEFELLER_CAROLYN 60.184
MEMBER_IN CORLEONE_SIMON 20.210
MEMBER_IN BONANNO_ELIAS 1.058
MEMBER_IN GUS_IAN 19.378
MEMBER_IN PETROVIC_DEBORA 99.453
INTEL_DIVIDE
MEMBER_IN TRAJKOVSKI_HOLLY 45.746
MEMBER_IN WALTON_HARRIET 32.911
MEMBER_IN CLEMENZA_SYLVIA 66.129
MEMBER_IN OZDEMIR_MARTA 28.609
MEMBER_IN JOBS_ROBERTO 32.844
MEMBER_IN CORLEONE_TRACI 10.027
MEMBER_IN PENTANGELI_JAVIER 43.412
MEMBER_IN KILIC_PATTY 80.122
MEMBER_IN MOEGREENE_DOREEN 57.732
MEMBER_IN MANE_MINDY 83.325
INTEL_DIVIDE
MEMBER_IN GUS_ARMANDO 64.469
MEMBER_IN JESUS_LEROY 21.735
MEMBER_IN JESUS_MARISSA 22.212
MEMBER_IN MOEGREENE_LANCE 51.953
MEMBER_IN GAMBINO_KORAY 78.631
MEMBER_IN KILIC_PATTI 58.400
MEMBER_IN DEMIR_FRANKLIN 26.595
MEMBER_IN MANCINI_DARREN 74.305
MEMBER_IN ZUCKERBERG_JO 81.493
MEMBER_IN KAYA_GLADYS 69.910
INTEL_DIVIDE
MEMBER_IN ROTSHCHILD_SETH 12.026
MEMBER_IN ROTH_SANDI 49.804
MEMBER_IN SALAH_CHRIS 40.031
MEMBER_IN CICCI_SHELIA 58.920
MEMBER_IN ADELSON_TAYLOR 16.166
MEMBER_IN CATLI_SALVATORE 38.895
MEMBER_IN NEYMAR_SETH 65.630
MEMBER_IN KOWALSKI_VIOLA 46.627
MEMBER_IN GUZMAN_PAIGE 23.884
MEMBER_IN MBAPPE_DENNI 61.554
INTEL_DIVIDE
MEMBER_IN KOCH_MARLA 70.452
MEMBER_IN MBAPPE_VELI 20.629
MEMBER_IN RONALDO_CLIFTON 39.791
MEMBER_IN ROTSHCHILD_RICKY 75.462
MEMBER_IN KACZMAREK_FRANKIE 17.277
MEMBER_IN PINKMAN_ANNETTE 57.156
MEMBER_IN MARIC_MIRIAM 94.955
MEMBER_IN LUCCHESE_BONITA 0.288
MEMBER_IN KOCAMAN_WILLARD 54.715
MEMBER_IN STANKOVIC_LOUIS 88.008
INTEL_DIVIDE
MEMBER_IN WOZNIAK_BRET 32.099
MEMBER_IN TATTAGLIA_HANNAH 8.581
MEMBER_IN OZDEMIR_MARIA 3.279
MEMBER_IN TERIM_ELEANOR 8.561
MEMBER_IN OZDEMIR_MARIE 49.750
MEMBER_IN LEWANDOWSKI_MYRTLE 19.069
MEMBER_IN BONANNO_AMBER 78.822
MEMBER_IN RONALDO_CANDY 71.745
MEMBER_IN GOODMAN_MARIO 79.607
MEMBER_IN PEKER_OKAN 71.586
INTEL_DIVIDE
MEMBER_IN MANCINI_DARRYL 58.177
MEMBER_IN OZDEMIR_MARIO 81.986
MEMBER_IN NEYMAR_JAVIER 21.135
MEMBER_IN PINKMAN_YOUNG 56.718
MEMBER_IN ZUCKERBERG_VITOR 56.800
MEMBER_IN STANKOVIC_JOSH 82.905
MEMBER_IN SALAH_SARA 77.807
MEMBER_IN CORLEONE_MAYRA 25.783
MEMBER_IN STRACCI_BETHANY 44.606
MEMBER_IN BEZOS_JIMMY 62.822
INTEL_DIVIDE
MEMBER_IN CATLI_SONIA 59.569
MEMBER_IN KOWALSKI_DARRYL 86.346
MEMBER_IN ADELSON_DENNIS 94.677
MEMBER_IN MARIC_HARRIET 31.823
MEMBER_IN ZASA_YOUNG 85.816
MEMBER_IN ERDOGAN_ELEANOR 53.569
MEMBER_IN SOYLU_LYNETTE 44.913
MEMBER_IN HEISENBERG_MICHELE 1.349
MEMBER_IN SALAH_SAUL 22.617
MEMBER_IN GUS_JAY 28.490
INTEL_DIVIDE
MEMBER_IN GOODMAN_MARLA 80.305
MEMBER_IN JESUS_CHRISTIE 31.194
MEMBER_IN WOJCIECHOWSKI_DAVID 60.345
MEMBER_IN MANE_JESUS 98.182
MEMBER_IN ZIELINSKI_KATRINA 16.687
MEMBER_IN GATES_VITOR 38.688
MEMBER_IN AGUERO_JESSIE 32.427
MEMBER_IN KOWALCZYK_YUNUS 42.468
MEMBER_IN LEWANDOWSKI_ROMAN 98.646
MEMBER_IN ADELSON_KEN 77.490
INTEL_DIVIDE
MEMBER_IN PENTANGELI_ABIGAIL 8.803
MEMBER_IN RIZZI_KENT 47.019
MEMBER_IN SZYMCZAK_JESSE 34.568
MEMBER_IN PEKER_ELMER 93.883
MEMBER_IN KAYA_WENDELL 82.102
MEMBER_IN TADIC_GLEN 81.204
MEMBER_IN NIKOLIC_CATHY 20.874
MEMBER_IN MORGAN_CRYSTAL 40.592
MEMBER_IN SZYMCZAK_ISAAC 40.710
MEMBER_IN CATLI_CARRIE 71.061
INTEL_DIVIDE
MEMBER_IN NOWAK_MELODY 85.835
MEMBER_IN IVANOVIC_IRA 25.539
MEMBER_IN CICCI_SHELLY 46.825
MEMBER_IN BARZINI_MONIQUE 43.635
MEMBER_IN HEISENBERG_TANYA 23.135
MEMBER_IN GUS_JAN 4.677
MEMBER_IN ERBAKAN_ALMA 80.767
MEMBER_IN GOODMAN_JEFFREY 63.072
MEMBER_IN CATLI_ARNOLD 37.158
MEMBER_IN HEISENBERG_ROBIN 86.059
INTEL_DIVIDE
MEMBER_IN WALTON_CLIFTON 21.899
MEMBER_IN GAMBINO_ELMER 84.355
MEMBER_IN PENTANGELI_WESLEY 31.707
MEMBER_IN ZIELINSKI_REBEKAH 85.302
MEMBER_IN WOZNIAK_BRAD 43.735
MEMBER_IN JOVANOVIC_JULIAN 29.159
MEMBER_IN BARZINI_EDITH 81.779
MEMBER_IN MBAPPE_STACY 79.178
MEMBER_IN MBAPPE_TOMMY 76.080
MEMBER_IN CATLI_SHEILA 29.471
INTEL_DIVIDE
MEMBER_IN CORLEONE_AMBER 45.416
MEMBER_IN WOZNIAK_TERI 52.463
MEMBER_IN WOZNIAK_HOLLY 60.671
MEMBER_IN SLIM_IRIS 79.103
MEMBER_IN MANE_ALYSSA 68.305
MEMBER_IN RIZZI_KERI 71.110
MEMBER_IN GAMBINO_TYRONE 4.089
MEMBER_IN GATES_JULIUS 78.518
MEMBER_IN AGUERO_ORLANDO 73.103
MEMBER_IN KOWALSKI_ANGELICA 1.432
INTEL_DIVIDE
MEMBER_IN TATTAGLIA_KELLIE 39.820
MEMBER_IN TATTAGLIA_KERRI 13.742
MEMBER_IN SZYMANSKI_RUTH 76.896
MEMBER_IN GAMBINO_ELEANOR 47.083
MEMBER_IN TRAJKOVSKI_BRET 5.612
MEMBER_IN WALTON_GERALDINE 50.167
MEMBER_IN OZDEMIR_MARLA 77.488
MEMBER_IN CATLI_WANDA 6.755
MEMBER_IN CICCI_KENDRA 99.858
MEMBER_IN CATLI_SONJA 35.160
INTEL_DIVIDE
MEMBER_IN MANCINI_JACK 81.017
MEMBER_IN ZIELINSKI_LUTHER 44.456
MEMBER_IN BUFFETT_RAFAEL 5.988
MEMBER_IN KWIATKOWSKI_JANETTE 12.320
MEMBER_IN ADELSON_KAY 67.346
MEMBER_IN GOODMAN_MARIE 95.396
MEMBER_IN GUZMAN_CASSANDRA 77.279
MEMBER_IN STANKOVIC_PAULA 84.438
MEMBER_IN GOODMAN_MARIA 24.552
MEMBER_IN KOWALCZYK_ANA 40.569
INTEL_DIVIDE
MEMBER_IN KILIC_MARIBEL 76.259
MEMBER_IN SZYMANSKI_RUSS 10.781
MEMBER_IN SZYMANSKI_THERESE 32.972
MEMBER_IN GAMBINO_JOYCE 7.625
MEMBER_IN GOODMAN_ALYSSA 95.253
MEMBER_IN ZIELINSKI_HAROLD 37.065
MEMBER_IN SLIM_CLIFFORD 49.123
MEMBER_IN POYRAZOGLU_CLAYTON 95.071
MEMBER_IN SOYLU_ARTURO 27.162
MEMBER_IN NOWAK_EMILY 13.145
INTEL_DIVIDE
MEMBER_IN TESSIO_KATHLEEN 1.385
MEMBER_IN ADELSON_JANELLE 34.833
MEMBER_IN PINKMAN_FRED 76.196
MEMBER_IN GAMBINO_JOANNA 39.934
MEMBER_IN ZIELINSKI_CHUCK 54.053
MEMBER_IN AGUERO_KIMBERLY 54.651
MEMBER_IN GAMBINO_JOANNE 1.895
MEMBER_IN SZYMANSKI_BRUCE 11.773
MEMBER_IN KOCAMAN_TYLER 90.478
MEMBER_IN MANCINI_CRYSTAL 50.151
INTEL_DIVIDE
MEMBER_IN BENZEMA_SAM 72.520
MEMBER_IN SZYMANSKI_WALLACE 17.027
MEMBER_IN BENZEMA_DENNI 19.194
MEMBER_IN TRAJKOVSKI_TRAVIS 2.787
MEMBER_IN KOWALCZYK_FREDDIE 10.511
MEMBER_IN KAYA_MILTON 91.684
MEMBER_IN BONANNO_SIMON 56.162
MEMBER_IN AGUERO_MATT 22.592
MEMBER_IN MOEGREENE_JANICE 27.903
MEMBER_IN MESSI_RUBY 35.089
INTEL_DIVIDE
MEMBER_IN BENZEMA_BILL 4.579
MEMBER_IN KOWALCZYK_JORGE 31.078
MEMBER_IN SZYMANSKI_LYNNE 23.013
MEMBER_IN KNEZEVIC_DOROTHY 59.829
MEMBER_IN RONALDO_HARRIET 38.690
MEMBER_IN TADIC_TROY 96.987
MEMBER_IN DEMIREL_DELORES 66.261
MEMBER_IN NOWAK_BECKY 19.801
MEMBER_IN ROTH_ANTHONY 62.402
MEMBER_IN GAMBINO_CONNIE 16.033
INTEL_DIVIDE
MEMBER_IN JANKOWSKI_LANA 57.620
MEMBER_IN RIZZI_CHARLIE 30.617
MEMBER_IN WOZNIAK_SABRINA 10.223
MEMBER_IN KILIC_SAM 83.533
MEMBER_IN KAYA_CARA 91.100
MEMBER_IN ROTH_SAMMY 23.896
MEMBER_IN KAMINSKI_MARCO 68.917
MEMBER_IN GAMBINO_TIFFANY 23.512
MEMBER_IN TERIM_LUPE 96.710
MEMBER_IN HEISENBERG_MALCOLM 24.288
INTEL_DIVIDE
MEMBER_IN ZIELINSKI_KRIS 56.971
MEMBER_IN GOODMAN_MARCO 47.286
MEMBER_IN AGUERO_MARC 42.207
MEMBER_IN TRAJKOVSKI_TERI 70.857
MEMBER_IN INONU_MATT 55.655
MEMBER_IN TRAJKOVSKI_JAYNE 77.609
MEMBER_IN TRAJKOVSKI_BRAD 88.883
MEMBER_IN AGUERO_MARK 73.385
MEMBER_IN GOODMAN_EDNA 84.156
MEMBER_IN AGUERO_MARY 40.762
INTEL_DIVIDE
MEMBER_IN YILMAZ_CONNIE 89.169
MEMBER_IN STANKOVIC_SUE 88.224
MEMBER_IN MESSI_KORAY 12.614
MEMBER_IN STRACCI_RICK 14.897
MEMBER_IN NOWAK_ARNOLD 37.076
MEMBER_IN KAYA_CARY 62.610
MEMBER_IN MARIC_DOUGLAS 41.179
MEMBER_IN TATTAGLIA_KEREM 52.303
MEMBER_IN MARIC_ALICIA 46.584
MEMBER_IN GATES_SANDI 1.237
INTEL_DIVIDE
MEMBER_IN ROTSHCHILD_JEFFREY 79.436
MEMBER_IN MANE_KAY 12.406
MEMBER_IN SZYMANSKI_DEBRA 11.267
MEMBER_IN SOPRANO_BEATRIZ 84.028
MEMBER_IN INONU_MARY 84.672
MEMBER_IN KACZMAREK_JEAN 81.383
MEMBER_IN LUCCHESE_CESAR 90.762
MEMBER_IN GATES_SANDY 80.102
MEMBER_IN TRAJKOVSKI_VICTORIA 52.790
MEMBER_IN PINKMAN_BETH 8.927
INTEL_DIVIDE
MEMBER_IN PINKMAN_FRAN 87.229
MEMBER_IN BONANNO_TRACY 24.877
MEMBER_IN STANKOVIC_ALEXANDER 62.502
MEMBER_IN MANCINI_JAKE 56.556
MEMBER_IN WOZNIAK_ROBBIE 0.085
MEMBER_IN ESCOBAR_JOSEPHINE 27.154
MEMBER_IN WOZNIAK_MERLE 28.554
MEMBER_IN WALTON_SANDRA 55.706
MEMBER_IN WOJCIK_DEBBIE 26.160
MEMBER_IN RIZZI_VANESSA 32.608
INTEL_DIVIDE
MEMBER_IN SALAH_ANDY 23.076
MEMBER_IN KAMINSKI_DENISE 71.009
MEMBER_IN STANKOVIC_JONI 16.589
MEMBER_IN TERIM_EVERETT 72.899
MEMBER_IN KOCAMAN_KATHLEEN 77.717
MEMBER_IN ERDOGAN_MARLENE 41.839
MEMBER_IN SALAH_MINNIE 68.961
MEMBER_IN NEYMAR_HARRIET 67.730
MEMBER_IN GUS_IRA 95.499
MEMBER_IN JESUS_JARED 75.149
INTEL_DIVIDE
MEMBER_IN NIKOLIC_CASSANDRA 2.567
MEMBER_IN BENZEMA_SIDNEY 78.950
MEMBER_IN OZDEMIR_MARCO 63.166
MEMBER_IN PINKMAN_JACOB 46.718
MEMBER_IN SZYMCZAK_RICKEY 13.652
MEMBER_IN JESUS_LEAH 24.766
MEMBER_IN AGUERO_ANGEL 98.397
MEMBER_IN ADELSON_CINDY 30.014
MEMBER_IN RIZZI_CHARLES 53.045
MEMBER_IN TESSIO_ELENA 4.287
INTEL_DIVIDE
MEMBER_IN COLOMBO_MURIEL 95.214
MEMBER_IN KWIATKOWSKI_JESSICA 15.368
MEMBER_IN FORD_JULIUS 0.482
MEMBER_IN TESSIO_HOPE 46.350
MEMBER_IN WOJCIECHOWSKI_FAITH 61.702
MEMBER_IN TRAJKOVSKI_HARRIET 39.186
MEMBER_IN YILMAZ_DEAN 80.544
MEMBER_IN STANKOVIC_ABIGAIL 81.086
MEMBER_IN BENZEMA_TOMAS 8.952
MEMBER_IN SOYLU_YIGIT 69.659
INTEL_DIVIDE
MEMBER_IN INONU_MARK 50.562
MEMBER_IN STANKOVIC_EUGENE 78.198
MEMBER_IN SOYLU_BRIAN 19.339
MEMBER_IN KILIC_CHUCK 89.481
MEMBER_IN PINKMAN_BERT 90.030
MEMBER_IN BONANNO_TRACI 34.167
MEMBER_IN INONU_MARC 12.815
MEMBER_IN TATTAGLIA_KERIM 94.803
MEMBER_IN JANKOWSKI_SERGIO 93.814
MEMBER_IN TESSIO_CHERI 9.557
INTEL_DIVIDE
MEMBER_IN ROTH_DELORES 60.520
MEMBER_IN KOWALCZYK_FRANCISCA 28.475
MEMBER_IN AGUERO_BERNARD 27.408
MEMBER_IN ERBAKAN_JOSEPH 81.540
MEMBER_IN SALAH_LOUIS 2.549
MEMBER_IN NOWAK_CARRIE 3.532
MEMBER_IN MESSI_ELLEN 59.754
MEMBER_IN PINKMAN_KEITH 47.501
MEMBER_IN POYRAZOGLU_DELIA 16.753
MEMBER_IN WOJCIK_GENEVA 0.429
INTEL_DIVIDE
MEMBER_IN OZDEMIR_MIRIAM 81.126
MEMBER_IN SZYMCZAK_GAYLE 61.633
MEMBER_IN JOBS_ABIGAIL 21.726
MEMBER_IN HEISENBERG_BRETT 68.856
MEMBER_IN NIKOLIC_REBECCA 35.223
MEMBER_IN ESCOBAR_SANDRA 3.305
MEMBER_IN SOYLU_LAWRENCE 5.202
MEMBER_IN POYRAZOGLU_AARON 22.461
MEMBER_IN PINKMAN_JESUS 31.152
MEMBER_IN NEYMAR_SEAN 54.816
INTEL_DIVIDE
MEMBER_IN GUS_JOE 59.652
MEMBER_IN MBAPPE_TOMAS 13.729
MEMBER_IN KAMINSKI_CATHERINE 99.752
MEMBER_IN ZASA_REGINA 49.174
MEMBER_IN BUFFETT_ERICK 87.919
MEMBER_IN JOVANOVIC_ABEL 9.875
MEMBER_IN TATTAGLIA_CLIFTON 73.190
MEMBER_IN KOWALSKI_ZACHARY 48.154
MEMBER_IN JOBS_STAN 87.894
MEMBER_IN ROTH_EDGAR 51.995
INTEL_DIVIDE
MEMBER_IN MANCINI_RAFAEL 85.696
MEMBER_IN INONU_MICHEAL 69.716
MEMBER_IN YILMAZ_RODNEY 65.285
MEMBER_IN PINKMAN_ISAAC 87.827
MEMBER_IN ZUCKERBERG_CARROLL 51.244
MEMBER_IN INONU_ABRAHAM 78.439
MEMBER_IN KOVACEVIC_TIFFANY 68.851
MEMBER_IN GATES_ANNETTE 28.259
MEMBER_IN POYRAZOGLU_STAN 80.501
MEMBER_IN MORGAN_PATRICK 61.693
INTEL_DIVIDE
MEMBER_IN TERIM_JOSEPHINE 5.168
MEMBER_IN KOCH_ROSEMARIE 19.922
MEMBER_IN JOVANOVIC_ABBY 14.641
MEMBER_IN WOZNIAK_JOANN 75.492
MEMBER_IN COLOMBO_DICK 74.016
MEMBER_IN JOBS_OGUZ 21.355
MEMBER_IN KAYA_TERESA 0.892
MEMBER_IN SZYMANSKI_LYNDA 77.493
MEMBER_IN SLIM_ROSE 65.173
MEMBER_IN ZIELINSKI_CARLTON 27.814
INTEL_DIVIDE
MEMBER_IN ELLISON_JACQUELYN 65.684
MEMBER_IN IVANOVIC_IAN 80.941
MEMBER_IN GENOVESE_STACIE 83.255
MEMBER_IN KOWALCZYK_PHILLIP 49.879
MEMBER_IN WOJCIECHOWSKI_ABRAHAM 30.901
MEMBER_IN MORGAN_PATRICA 33.156
MEMBER_IN GUZMAN_TINA 69.291
MEMBER_IN STOJANOVIC_JAYNE 56.632
MEMBER_IN GOTTI_TRUDY 63.557
MEMBER_IN MESSI_JULIUS 54.913
INTEL_DIVIDE
MEMBER_IN AGUERO_CINDY 38.894
MEMBER_IN NIKOLIC_CANDICE 16.034
MEMBER_IN KOCAMAN_ABIGAIL 66.585
MEMBER_IN KWIATKOWSKI_MELISSA 36.590
MEMBER_IN ZASA_FREDDIE 89.924
MEMBER_IN KOWALSKI_JENNIFER 86.587
MEMBER_IN PETROVIC_LORRAINE 55.996
MEMBER_IN CATLI_ERICK 13.897
MEMBER_IN GAMBINO_TAYLOR 69.141
MEMBER_IN WOJCIECHOWSKI_MICHEAL 11.276
INTEL_DIVIDE
MEMBER_IN GENOVESE_ROBERTO 11.336
MEMBER_IN WHITE_MORGAN 70.509
MEMBER_IN ZIELINSKI_PAULA 94.711
MEMBER_IN TATTAGLIA_MARIAN 36.204
MEMBER_IN KOCH_VALERIE 69.722
MEMBER_IN RIZZI_JACQUELINE 58.107
MEMBER_IN MBAPPE_GRANT 8.292
MEMBER_IN WOZNIAK_KELVIN 74.636
MEMBER_IN DEMIREL_ALEXIS 22.756
MEMBER_IN FORD_FRANKLIN 18.828
INTEL_DIVIDE
MEMBER_IN GOTTI_CHARLES 46.455
MEMBER_IN GENOVESE_STACEY 69.264
MEMBER_IN GOTTI_CHARLIE 80.360
MEMBER_IN ROTH_WILMA 21.489
MEMBER_IN AGUERO_CHRISTIE 40.112
MEMBER_IN JANKOWSKI_LOREN 13.226
MEMBER_IN IVANOVIC_MONIQUE 52.866
MEMBER_IN MARKOVIC_KENT 9.709
MEMBER_IN TATTAGLIA_VERNON 34.974
MEMBER_IN BUFFETT_SONYA 78.145
INTEL_DIVIDE
MEMBER_IN BUFFETT_JEFFREY 85.516
MEMBER_IN ERDOGAN_CASSIE 29.523
MEMBER_IN SOPRANO_ABIGAIL 53.059
MEMBER_IN KILIC_SETH 21.744
MEMBER_IN ERDOGAN_ALYSSA 60.813
MEMBER_IN ZUCKERBERG_RANDOLPH 16.397
MEMBER_IN SOYLU_TRACIE 41.956
MEMBER_IN STANKOVIC_SHARON 26.752
MEMBER_IN NIKOLIC_BOBBI 56.767
MEMBER_IN KARTAL_DENNI 59.057
INTEL_DIVIDE
MEMBER_IN JOVANOVIC_JORGE 18.996
MEMBER_IN SZYMCZAK_ABIGAIL 8.420
MEMBER_IN JANKOWSKI_CHRIS 26.832
MEMBER_IN KAYA_DOUGLAS 35.619
MEMBER_IN ZUCKERBERG_SANDY 50.006
MEMBER_IN HEISENBERG_KATHERINE 2.056
MEMBER_IN WHITE_KENT 17.468
MEMBER_IN CUNEO_BRANDY 73.668
MEMBER_IN PENTANGELI_HOWARD 59.320
MEMBER_IN KOCH_LAURA 40.586
INTEL_DIVIDE
MEMBER_IN ZIELINSKI_KRISTA 35.362
MEMBER_IN YILMAZ_DENNI 20.708
MEMBER_IN NEYMAR_TRICIA 80.519
MEMBER_IN ROTH_CHRISTINE 22.338
MEMBER_IN ROTH_CHRISTINA 85.749
MEMBER_IN ZIELINSKI_KRISTI 24.651
MEMBER_IN TADIC_EILEEN 0.457
MEMBER_IN ZUCKERBERG_SANDI 48.149
MEMBER_IN KWIATKOWSKI_EILEEN 33.674
MEMBER_IN WOZNIAK_KATHY 81.752
INTEL_DIVIDE
MEMBER_IN TESSIO_SHELLEY 91.438
MEMBER_IN KWIATKOWSKI_HARRIET 82.159
MEMBER_IN ZIELINSKI_KRISTY 87.088
MEMBER_IN NIKOLIC_STEFANIE 86.890
MEMBER_IN STOJANOVIC_JANE 11.272
